seq:	Ia	Ib	Ic	In	Va	Vb	Vc	Vn
5144	-309.48	201.175	104.952	0	-306.127	203.787	104.952	0	
5145	-308.302	179.09	130.784	0	-309.874	178.445	130.784	0	
5146	-307.827	155.563	155.563	0	-311.127	152.663	155.563	0	
5147	-308.302	130.784	179.09	0	-309.874	130.139	179.09	0	
5148	-309.48	104.952	201.175	0	-306.127	107.565	201.175	0	
5149	-298.765	78.2754	221.639	0	-299.915	80.0835	221.639	0	
5150	-292.284	50.9682	240.32	0	-291.288	49.1601	240.32	0	
5151	-280.537	23.2505	257.065	0	-280.316	20.6377	257.065	0	
5152	-265.774	-4.65427	271.741	0	-267.087	-4.00896	271.741	0	
5153	-246.284	-32.5216	284.229	0	-251.707	-29.6216	284.229	0	
5154	-231.623	-60.1271	294.428	0	-234.301	-59.4818	294.428	0	
5155	-219.018	-87.2485	302.257	0	-215.008	-89.8613	302.257	0	
5156	-191.569	-113.667	307.652	0	-193.984	-115.476	307.652	0	
5157	-175.981	-139.171	310.57	0	-171.399	-137.363	310.57	0	
5158	-147.066	-163.554	310.988	0	-147.433	-160.942	310.988	0	
5159	-125.645	-186.621	308.901	0	-122.281	-187.266	308.901	0	
5160	-90.797	-208.185	304.328	0	-96.1435	-211.085	304.328	0	
5161	-69.5786	-228.072	297.304	0	-69.2323	-228.718	297.304	0	
5162	-46.0544	-246.124	287.887	0	-41.7636	-243.511	287.887	0	
5163	-11.1562	-262.193	276.152	0	-13.9587	-260.385	276.152	0	
5164	9.01148	-276.152	262.193	0	13.9587	-277.96	262.193	0	
5165	45.3607	-287.887	246.124	0	41.7636	-290.5	246.124	0	
5166	64.8552	-297.304	228.072	0	69.2323	-296.659	228.072	0	
5167	104.921	-304.328	208.185	0	96.1435	-301.428	208.185	0	
5168	119.553	-308.901	186.621	0	122.281	-308.256	186.621	0	
5169	143.859	-310.988	163.554	0	147.433	-313.601	163.554	0	
5170	170.593	-310.57	139.171	0	171.399	-312.378	139.171	0	
5171	186.002	-307.652	113.667	0	193.984	-305.844	113.667	0	
5172	215.337	-302.257	87.2485	0	215.008	-299.644	87.2485	0	
5173	224.939	-294.428	60.1271	0	234.301	-295.073	60.1271	0	
5174	259.96	-284.229	32.5216	0	251.707	-287.129	32.5216	0	
5175	261.062	-271.741	4.65428	0	267.087	-272.386	4.65428	0	
5176	280.627	-257.065	-23.2505	0	280.316	-254.452	-23.2505	0	
5177	291.957	-240.32	-50.9682	0	291.288	-238.512	-50.9682	0	
5178	299.643	-221.639	-78.2754	0	299.915	-223.448	-78.2754	0	
5179	313.052	-201.175	-104.952	0	306.127	-203.787	-104.952	0	
5180	308.979	-179.09	-130.784	0	309.874	-178.445	-130.784	0	
5181	328.227	-155.563	-155.563	0	311.127	-152.663	-155.563	0	
5182	308.979	-130.784	-179.09	0	309.874	-130.139	-179.09	0	
5183	313.052	-104.952	-201.175	0	306.127	-107.565	-201.175	0	
5184	299.643	-78.2754	-221.639	0	299.915	-80.0835	-221.639	0	
5185	291.957	-50.9682	-240.32	0	291.288	-49.1601	-240.32	0	
5186	280.627	-23.2505	-257.065	0	280.316	-20.6377	-257.065	0	
5187	261.062	4.65427	-271.741	0	267.087	4.00896	-271.741	0	
5188	259.96	32.5216	-284.229	0	251.707	29.6216	-284.229	0	
5189	224.939	60.1271	-294.428	0	234.301	59.4818	-294.428	0	
5190	215.337	87.2485	-302.257	0	215.008	89.8613	-302.257	0	
5191	186.002	113.667	-307.652	0	193.984	115.476	-307.652	0	
5192	170.593	139.171	-310.57	0	171.399	137.363	-310.57	0	
5193	143.859	163.554	-310.988	0	147.433	160.942	-310.988	0	
5194	119.553	186.621	-308.901	0	122.281	187.266	-308.901	0	
5195	104.921	208.185	-304.328	0	96.1435	211.085	-304.328	0	
5196	64.8552	228.072	-297.304	0	69.2323	228.718	-297.304	0	
5197	45.3607	246.124	-287.887	0	41.7636	243.511	-287.887	0	
5198	9.01148	262.193	-276.152	0	13.9587	260.385	-276.152	0	
5199	-11.1562	276.152	-262.193	0	-13.9587	277.96	-262.193	0	
5200	-46.0544	287.887	-246.124	0	-41.7636	290.5	-246.124	0	
5201	-69.5786	297.304	-228.072	0	-69.2323	296.659	-228.072	0	
5202	-90.797	304.328	-208.185	0	-96.1435	301.428	-208.185	0	
5203	-125.645	308.901	-186.621	0	-122.281	308.256	-186.621	0	
5204	-147.066	310.988	-163.554	0	-147.433	313.601	-163.554	0	
5205	-175.981	310.57	-139.171	0	-171.399	312.378	-139.171	0	
5206	-191.569	307.652	-113.667	0	-193.984	305.844	-113.667	0	
5207	-219.018	302.257	-87.2485	0	-215.008	299.644	-87.2485	0	
5208	-231.623	294.428	-60.1271	0	-234.301	295.073	-60.1271	0	
5209	-246.284	284.229	-32.5216	0	-251.707	287.129	-32.5216	0	
5210	-265.774	271.741	-4.65428	0	-267.087	272.386	-4.65428	0	
5211	-280.537	257.065	23.2505	0	-280.316	254.452	23.2505	0	
5212	-292.284	240.32	50.9682	0	-291.288	238.512	50.9682	0	
5213	-298.765	221.639	78.2754	0	-299.915	223.448	78.2754	0	
5214	-309.48	201.175	104.952	0	-306.127	203.787	104.952	0	
5215	-308.302	179.09	130.784	0	-309.874	178.445	130.784	0	
5216	-307.827	155.563	155.563	0	-311.127	152.663	155.563	0	
5217	-308.302	130.784	179.09	0	-309.874	130.139	179.09	0	
5218	-309.48	104.952	201.175	0	-306.127	107.565	201.175	0	
5219	-298.765	78.2754	221.639	0	-299.915	80.0835	221.639	0	
5220	-292.284	50.9682	240.32	0	-291.288	49.1601	240.32	0	
5221	-280.537	23.2505	257.065	0	-280.316	20.6377	257.065	0	
5222	-265.774	-4.65427	271.741	0	-267.087	-4.00896	271.741	0	
5223	-246.284	-32.5216	284.229	0	-251.707	-29.6216	284.229	0	
5224	-231.623	-60.1271	294.428	0	-234.301	-59.4818	294.428	0	
5225	-219.018	-87.2485	302.257	0	-215.008	-89.8613	302.257	0	
5226	-191.569	-113.667	307.652	0	-193.984	-115.476	307.652	0	
5227	-175.981	-139.171	310.57	0	-171.399	-137.363	310.57	0	
5228	-147.066	-163.554	310.988	0	-147.433	-160.942	310.988	0	
5229	-125.645	-186.621	308.901	0	-122.281	-187.266	308.901	0	
5230	-90.797	-208.185	304.328	0	-96.1435	-211.085	304.328	0	
5231	-69.5786	-228.072	297.304	0	-69.2323	-228.718	297.304	0	
5232	-46.0544	-246.124	287.887	0	-41.7636	-243.511	287.887	0	
5233	-11.1562	-262.193	276.152	0	-13.9587	-260.385	276.152	0	
5234	9.01148	-276.152	262.193	0	13.9587	-277.96	262.193	0	
5235	45.3607	-287.887	246.124	0	41.7636	-290.5	246.124	0	
5236	64.8552	-297.304	228.072	0	69.2323	-296.659	228.072	0	
5237	104.921	-304.328	208.185	0	96.1435	-301.428	208.185	0	
5238	119.553	-308.901	186.621	0	122.281	-308.256	186.621	0	
5239	143.859	-310.988	163.554	0	147.433	-313.601	163.554	0	
5240	170.593	-310.57	139.171	0	171.399	-312.378	139.171	0	
5241	186.002	-307.652	113.667	0	193.984	-305.844	113.667	0	
5242	215.337	-302.257	87.2485	0	215.008	-299.644	87.2485	0	
5243	224.939	-294.428	60.1271	0	234.301	-295.073	60.1271	0	
5244	259.96	-284.229	32.5216	0	251.707	-287.129	32.5216	0	
5245	261.062	-271.741	4.65428	0	267.087	-272.386	4.65428	0	
5246	280.627	-257.065	-23.2505	0	280.316	-254.452	-23.2505	0	
5247	291.957	-240.32	-50.9682	0	291.288	-238.512	-50.9682	0	
5248	299.643	-221.639	-78.2754	0	299.915	-223.448	-78.2754	0	
5249	313.052	-201.175	-104.952	0	306.127	-203.787	-104.952	0	
5250	308.979	-179.09	-130.784	0	309.874	-178.445	-130.784	0	
5251	328.227	-155.563	-155.563	0	311.127	-152.663	-155.563	0	
5252	308.979	-130.784	-179.09	0	309.874	-130.139	-179.09	0	
5253	313.052	-104.952	-201.175	0	306.127	-107.565	-201.175	0	
5254	299.643	-78.2754	-221.639	0	299.915	-80.0835	-221.639	0	
5255	291.957	-50.9682	-240.32	0	291.288	-49.1601	-240.32	0	
5256	280.627	-23.2505	-257.065	0	280.316	-20.6377	-257.065	0	
5257	261.062	4.65427	-271.741	0	267.087	4.00896	-271.741	0	
5258	259.96	32.5216	-284.229	0	251.707	29.6216	-284.229	0	
5259	224.939	60.1271	-294.428	0	234.301	59.4818	-294.428	0	
5260	215.337	87.2485	-302.257	0	215.008	89.8613	-302.257	0	
5261	186.002	113.667	-307.652	0	193.984	115.476	-307.652	0	
5262	170.593	139.171	-310.57	0	171.399	137.363	-310.57	0	
5263	143.859	163.554	-310.988	0	147.433	160.942	-310.988	0	
5264	119.553	186.621	-308.901	0	122.281	187.266	-308.901	0	
5265	104.921	208.185	-304.328	0	96.1435	211.085	-304.328	0	
5266	64.8552	228.072	-297.304	0	69.2323	228.718	-297.304	0	
5267	45.3607	246.124	-287.887	0	41.7636	243.511	-287.887	0	
5268	9.01148	262.193	-276.152	0	13.9587	260.385	-276.152	0	
5269	-11.1562	276.152	-262.193	0	-13.9587	277.96	-262.193	0	
5270	-46.0544	287.887	-246.124	0	-41.7636	290.5	-246.124	0	
5271	-69.5786	297.304	-228.072	0	-69.2323	296.659	-228.072	0	
5272	-90.797	304.328	-208.185	0	-96.1435	301.428	-208.185	0	
5273	-125.645	308.901	-186.621	0	-122.281	308.256	-186.621	0	
5274	-147.066	310.988	-163.554	0	-147.433	313.601	-163.554	0	
5275	-175.981	310.57	-139.171	0	-171.399	312.378	-139.171	0	
5276	-191.569	307.652	-113.667	0	-193.984	305.844	-113.667	0	
5277	-219.018	302.257	-87.2485	0	-215.008	299.644	-87.2485	0	
5278	-231.623	294.428	-60.1271	0	-234.301	295.073	-60.1271	0	
5279	-246.284	284.229	-32.5216	0	-251.707	287.129	-32.5216	0	
5280	-265.774	271.741	-4.65428	0	-267.087	272.386	-4.65428	0	
5281	-280.537	257.065	23.2505	0	-280.316	254.452	23.2505	0	
5282	-292.284	240.32	50.9682	0	-291.288	238.512	50.9682	0	
5283	-298.765	221.639	78.2754	0	-299.915	223.448	78.2754	0	
5284	-309.48	201.175	104.952	0	-306.127	203.787	104.952	0	
5285	-308.302	179.09	130.784	0	-309.874	178.445	130.784	0	
5286	-307.827	155.563	155.563	0	-311.127	152.663	155.563	0	
5287	-308.302	130.784	179.09	0	-309.874	130.139	179.09	0	
5288	-309.48	104.952	201.175	0	-306.127	107.565	201.175	0	
5289	-298.765	78.2754	221.639	0	-299.915	80.0835	221.639	0	
5290	-292.284	50.9682	240.32	0	-291.288	49.1601	240.32	0	
5291	-280.537	23.2505	257.065	0	-280.316	20.6377	257.065	0	
5292	-265.774	-4.65427	271.741	0	-267.087	-4.00896	271.741	0	
5293	-246.284	-32.5216	284.229	0	-251.707	-29.6216	284.229	0	
5294	-231.623	-60.1271	294.428	0	-234.301	-59.4818	294.428	0	
5295	-219.018	-87.2485	302.257	0	-215.008	-89.8613	302.257	0	
5296	-191.569	-113.667	307.652	0	-193.984	-115.476	307.652	0	
5297	-175.981	-139.171	310.57	0	-171.399	-137.363	310.57	0	
5298	-147.066	-163.554	310.988	0	-147.433	-160.942	310.988	0	
5299	-125.645	-186.621	308.901	0	-122.281	-187.266	308.901	0	
5300	-90.797	-208.185	304.328	0	-96.1435	-211.085	304.328	0	
5301	-69.5786	-228.072	297.304	0	-69.2323	-228.718	297.304	0	
5302	-46.0544	-246.124	287.887	0	-41.7636	-243.511	287.887	0	
5303	-11.1562	-262.193	276.152	0	-13.9587	-260.385	276.152	0	
5304	9.01148	-276.152	262.193	0	13.9587	-277.96	262.193	0	
5305	45.3607	-287.887	246.124	0	41.7636	-290.5	246.124	0	
5306	64.8552	-297.304	228.072	0	69.2323	-296.659	228.072	0	
5307	104.921	-304.328	208.185	0	96.1435	-301.428	208.185	0	
5308	119.553	-308.901	186.621	0	122.281	-308.256	186.621	0	
5309	143.859	-310.988	163.554	0	147.433	-313.601	163.554	0	
5310	170.593	-310.57	139.171	0	171.399	-312.378	139.171	0	
5311	186.002	-307.652	113.667	0	193.984	-305.844	113.667	0	
5312	215.337	-302.257	87.2485	0	215.008	-299.644	87.2485	0	
5313	224.939	-294.428	60.1271	0	234.301	-295.073	60.1271	0	
5314	259.96	-284.229	32.5216	0	251.707	-287.129	32.5216	0	
5315	261.062	-271.741	4.65428	0	267.087	-272.386	4.65428	0	
5316	280.627	-257.065	-23.2505	0	280.316	-254.452	-23.2505	0	
5317	291.957	-240.32	-50.9682	0	291.288	-238.512	-50.9682	0	
5318	299.643	-221.639	-78.2754	0	299.915	-223.448	-78.2754	0	
5319	313.052	-201.175	-104.952	0	306.127	-203.787	-104.952	0	
5320	308.979	-179.09	-130.784	0	309.874	-178.445	-130.784	0	
5321	328.227	-155.563	-155.563	0	311.127	-152.663	-155.563	0	
5322	308.979	-130.784	-179.09	0	309.874	-130.139	-179.09	0	
5323	313.052	-104.952	-201.175	0	306.127	-107.565	-201.175	0	
5324	299.643	-78.2754	-221.639	0	299.915	-80.0835	-221.639	0	
5325	291.957	-50.9682	-240.32	0	291.288	-49.1601	-240.32	0	
5326	280.627	-23.2505	-257.065	0	280.316	-20.6377	-257.065	0	
5327	261.062	4.65427	-271.741	0	267.087	4.00896	-271.741	0	
5328	259.96	32.5216	-284.229	0	251.707	29.6216	-284.229	0	
5329	224.939	60.1271	-294.428	0	234.301	59.4818	-294.428	0	
5330	215.337	87.2485	-302.257	0	215.008	89.8613	-302.257	0	
5331	186.002	113.667	-307.652	0	193.984	115.476	-307.652	0	
5332	170.593	139.171	-310.57	0	171.399	137.363	-310.57	0	
5333	143.859	163.554	-310.988	0	147.433	160.942	-310.988	0	
5334	119.553	186.621	-308.901	0	122.281	187.266	-308.901	0	
5335	104.921	208.185	-304.328	0	96.1435	211.085	-304.328	0	
5336	64.8552	228.072	-297.304	0	69.2323	228.718	-297.304	0	
5337	45.3607	246.124	-287.887	0	41.7636	243.511	-287.887	0	
5338	9.01148	262.193	-276.152	0	13.9587	260.385	-276.152	0	
5339	-11.1562	276.152	-262.193	0	-13.9587	277.96	-262.193	0	
5340	-46.0544	287.887	-246.124	0	-41.7636	290.5	-246.124	0	
5341	-69.5786	297.304	-228.072	0	-69.2323	296.659	-228.072	0	
5342	-90.797	304.328	-208.185	0	-96.1435	301.428	-208.185	0	
5343	-125.645	308.901	-186.621	0	-122.281	308.256	-186.621	0	
5344	-147.066	310.988	-163.554	0	-147.433	313.601	-163.554	0	
5345	-175.981	310.57	-139.171	0	-171.399	312.378	-139.171	0	
5346	-191.569	307.652	-113.667	0	-193.984	305.844	-113.667	0	
5347	-219.018	302.257	-87.2485	0	-215.008	299.644	-87.2485	0	
5348	-231.623	294.428	-60.1271	0	-234.301	295.073	-60.1271	0	
5349	-246.284	284.229	-32.5216	0	-251.707	287.129	-32.5216	0	
5350	-265.774	271.741	-4.65428	0	-267.087	272.386	-4.65428	0	
5351	-280.537	257.065	23.2505	0	-280.316	254.452	23.2505	0	
5352	-292.284	240.32	50.9682	0	-291.288	238.512	50.9682	0	
5353	-298.765	221.639	78.2754	0	-299.915	223.448	78.2754	0	
5354	-309.48	201.175	104.952	0	-306.127	203.787	104.952	0	
5355	-308.302	179.09	130.784	0	-309.874	178.445	130.784	0	
5356	-307.827	155.563	155.563	0	-311.127	152.663	155.563	0	
5357	-308.302	130.784	179.09	0	-309.874	130.139	179.09	0	
5358	-309.48	104.952	201.175	0	-306.127	107.565	201.175	0	
5359	-298.765	78.2754	221.639	0	-299.915	80.0835	221.639	0	
5360	-292.284	50.9682	240.32	0	-291.288	49.1601	240.32	0	
5361	-280.537	23.2505	257.065	0	-280.316	20.6377	257.065	0	
5362	-265.774	-4.65427	271.741	0	-267.087	-4.00896	271.741	0	
5363	-246.284	-32.5216	284.229	0	-251.707	-29.6216	284.229	0	
5364	-231.623	-60.1271	294.428	0	-234.301	-59.4818	294.428	0	
5365	-219.018	-87.2485	302.257	0	-215.008	-89.8613	302.257	0	
5366	-191.569	-113.667	307.652	0	-193.984	-115.476	307.652	0	
5367	-175.981	-139.171	310.57	0	-171.399	-137.363	310.57	0	
5368	-147.066	-163.554	310.988	0	-147.433	-160.942	310.988	0	
5369	-125.645	-186.621	308.901	0	-122.281	-187.266	308.901	0	
5370	-90.797	-208.185	304.328	0	-96.1435	-211.085	304.328	0	
5371	-69.5786	-228.072	297.304	0	-69.2323	-228.718	297.304	0	
5372	-46.0544	-246.124	287.887	0	-41.7636	-243.511	287.887	0	
5373	-11.1562	-262.193	276.152	0	-13.9587	-260.385	276.152	0	
5374	9.01148	-276.152	262.193	0	13.9587	-277.96	262.193	0	
5375	45.3607	-287.887	246.124	0	41.7636	-290.5	246.124	0	
5376	64.8552	-297.304	228.072	0	69.2323	-296.659	228.072	0	
5377	104.921	-304.328	208.185	0	96.1435	-301.428	208.185	0	
5378	119.553	-308.901	186.621	0	122.281	-308.256	186.621	0	
5379	143.859	-310.988	163.554	0	147.433	-313.601	163.554	0	
5380	170.593	-310.57	139.171	0	171.399	-312.378	139.171	0	
5381	186.002	-307.652	113.667	0	193.984	-305.844	113.667	0	
5382	215.337	-302.257	87.2485	0	215.008	-299.644	87.2485	0	
5383	224.939	-294.428	60.1271	0	234.301	-295.073	60.1271	0	
5384	259.96	-284.229	32.5216	0	251.707	-287.129	32.5216	0	
5385	261.062	-271.741	4.65428	0	267.087	-272.386	4.65428	0	
5386	280.627	-257.065	-23.2505	0	280.316	-254.452	-23.2505	0	
5387	291.957	-240.32	-50.9682	0	291.288	-238.512	-50.9682	0	
5388	299.643	-221.639	-78.2754	0	299.915	-223.448	-78.2754	0	
5389	313.052	-201.175	-104.952	0	306.127	-203.787	-104.952	0	
5390	308.979	-179.09	-130.784	0	309.874	-178.445	-130.784	0	
5391	328.227	-155.563	-155.563	0	311.127	-152.663	-155.563	0	
5392	308.979	-130.784	-179.09	0	309.874	-130.139	-179.09	0	
5393	313.052	-104.952	-201.175	0	306.127	-107.565	-201.175	0	
5394	299.643	-78.2754	-221.639	0	299.915	-80.0835	-221.639	0	
5395	291.957	-50.9682	-240.32	0	291.288	-49.1601	-240.32	0	
5396	280.627	-23.2505	-257.065	0	280.316	-20.6377	-257.065	0	
5397	261.062	4.65427	-271.741	0	267.087	4.00896	-271.741	0	
5398	259.96	32.5216	-284.229	0	251.707	29.6216	-284.229	0	
5399	224.939	60.1271	-294.428	0	234.301	59.4818	-294.428	0	
5400	215.337	87.2485	-302.257	0	215.008	89.8613	-302.257	0	
5401	186.002	113.667	-307.652	0	193.984	115.476	-307.652	0	
5402	170.593	139.171	-310.57	0	171.399	137.363	-310.57	0	
5403	143.859	163.554	-310.988	0	147.433	160.942	-310.988	0	
5404	119.553	186.621	-308.901	0	122.281	187.266	-308.901	0	
5405	104.921	208.185	-304.328	0	96.1435	211.085	-304.328	0	
5406	64.8552	228.072	-297.304	0	69.2323	228.718	-297.304	0	
5407	45.3607	246.124	-287.887	0	41.7636	243.511	-287.887	0	
5408	9.01148	262.193	-276.152	0	13.9587	260.385	-276.152	0	
5409	-11.1562	276.152	-262.193	0	-13.9587	277.96	-262.193	0	
5410	-46.0544	287.887	-246.124	0	-41.7636	290.5	-246.124	0	
5411	-69.5786	297.304	-228.072	0	-69.2323	296.659	-228.072	0	
5412	-90.797	304.328	-208.185	0	-96.1435	301.428	-208.185	0	
5413	-125.645	308.901	-186.621	0	-122.281	308.256	-186.621	0	
5414	-147.066	310.988	-163.554	0	-147.433	313.601	-163.554	0	
5415	-175.981	310.57	-139.171	0	-171.399	312.378	-139.171	0	
5416	-191.569	307.652	-113.667	0	-193.984	305.844	-113.667	0	
5417	-219.018	302.257	-87.2485	0	-215.008	299.644	-87.2485	0	
5418	-231.623	294.428	-60.1271	0	-234.301	295.073	-60.1271	0	
5419	-246.284	284.229	-32.5216	0	-251.707	287.129	-32.5216	0	
5420	-265.774	271.741	-4.65428	0	-267.087	272.386	-4.65428	0	
5421	-280.537	257.065	23.2505	0	-280.316	254.452	23.2505	0	
5422	-292.284	240.32	50.9682	0	-291.288	238.512	50.9682	0	
5423	-298.765	221.639	78.2754	0	-299.915	223.448	78.2754	0	
5424	-309.48	201.175	104.952	0	-306.127	203.787	104.952	0	
5425	-308.302	179.09	130.784	0	-309.874	178.445	130.784	0	
5426	-307.827	155.563	155.563	0	-311.127	152.663	155.563	0	
5427	-308.302	130.784	179.09	0	-309.874	130.139	179.09	0	
5428	-309.48	104.952	201.175	0	-306.127	107.565	201.175	0	
5429	-298.765	78.2754	221.639	0	-299.915	80.0835	221.639	0	
5430	-292.284	50.9682	240.32	0	-291.288	49.1601	240.32	0	
5431	-280.537	23.2505	257.065	0	-280.316	20.6377	257.065	0	
5432	-265.774	-4.65427	271.741	0	-267.087	-4.00896	271.741	0	
5433	-246.284	-32.5216	284.229	0	-251.707	-29.6216	284.229	0	
5434	-231.623	-60.1271	294.428	0	-234.301	-59.4818	294.428	0	
5435	-219.018	-87.2485	302.257	0	-215.008	-89.8613	302.257	0	
5436	-191.569	-113.667	307.652	0	-193.984	-115.476	307.652	0	
5437	-175.981	-139.171	310.57	0	-171.399	-137.363	310.57	0	
5438	-147.066	-163.554	310.988	0	-147.433	-160.942	310.988	0	
5439	-125.645	-186.621	308.901	0	-122.281	-187.266	308.901	0	
5440	-90.797	-208.185	304.328	0	-96.1435	-211.085	304.328	0	
5441	-69.5786	-228.072	297.304	0	-69.2323	-228.718	297.304	0	
5442	-46.0544	-246.124	287.887	0	-41.7636	-243.511	287.887	0	
5443	-11.1562	-262.193	276.152	0	-13.9587	-260.385	276.152	0	
5444	9.01148	-276.152	262.193	0	13.9587	-277.96	262.193	0	
5445	45.3607	-287.887	246.124	0	41.7636	-290.5	246.124	0	
5446	64.8552	-297.304	228.072	0	69.2323	-296.659	228.072	0	
5447	104.921	-304.328	208.185	0	96.1435	-301.428	208.185	0	
5448	119.553	-308.901	186.621	0	122.281	-308.256	186.621	0	
5449	143.859	-310.988	163.554	0	147.433	-313.601	163.554	0	
5450	170.593	-310.57	139.171	0	171.399	-312.378	139.171	0	
5451	186.002	-307.652	113.667	0	193.984	-305.844	113.667	0	
5452	215.337	-302.257	87.2485	0	215.008	-299.644	87.2485	0	
5453	224.939	-294.428	60.1271	0	234.301	-295.073	60.1271	0	
5454	259.96	-284.229	32.5216	0	251.707	-287.129	32.5216	0	
5455	261.062	-271.741	4.65428	0	267.087	-272.386	4.65428	0	
5456	280.627	-257.065	-23.2505	0	280.316	-254.452	-23.2505	0	
5457	291.957	-240.32	-50.9682	0	291.288	-238.512	-50.9682	0	
5458	299.643	-221.639	-78.2754	0	299.915	-223.448	-78.2754	0	
5459	313.052	-201.175	-104.952	0	306.127	-203.787	-104.952	0	
5460	308.979	-179.09	-130.784	0	309.874	-178.445	-130.784	0	
5461	328.227	-155.563	-155.563	0	311.127	-152.663	-155.563	0	
5462	308.979	-130.784	-179.09	0	309.874	-130.139	-179.09	0	
5463	313.052	-104.952	-201.175	0	306.127	-107.565	-201.175	0	
5464	299.643	-78.2754	-221.639	0	299.915	-80.0835	-221.639	0	
5465	291.957	-50.9682	-240.32	0	291.288	-49.1601	-240.32	0	
5466	280.627	-23.2505	-257.065	0	280.316	-20.6377	-257.065	0	
5467	261.062	4.65427	-271.741	0	267.087	4.00896	-271.741	0	
5468	259.96	32.5216	-284.229	0	251.707	29.6216	-284.229	0	
5469	224.939	60.1271	-294.428	0	234.301	59.4818	-294.428	0	
5470	215.337	87.2485	-302.257	0	215.008	89.8613	-302.257	0	
5471	186.002	113.667	-307.652	0	193.984	115.476	-307.652	0	
5472	170.593	139.171	-310.57	0	171.399	137.363	-310.57	0	
5473	143.859	163.554	-310.988	0	147.433	160.942	-310.988	0	
5474	119.553	186.621	-308.901	0	122.281	187.266	-308.901	0	
5475	104.921	208.185	-304.328	0	96.1435	211.085	-304.328	0	
5476	64.8552	228.072	-297.304	0	69.2323	228.718	-297.304	0	
5477	45.3607	246.124	-287.887	0	41.7636	243.511	-287.887	0	
5478	9.01148	262.193	-276.152	0	13.9587	260.385	-276.152	0	
5479	-11.1562	276.152	-262.193	0	-13.9587	277.96	-262.193	0	
5480	-46.0544	287.887	-246.124	0	-41.7636	290.5	-246.124	0	
5481	-69.5786	297.304	-228.072	0	-69.2323	296.659	-228.072	0	
5482	-90.797	304.328	-208.185	0	-96.1435	301.428	-208.185	0	
5483	-125.645	308.901	-186.621	0	-122.281	308.256	-186.621	0	
5484	-147.066	310.988	-163.554	0	-147.433	313.601	-163.554	0	
5485	-175.981	310.57	-139.171	0	-171.399	312.378	-139.171	0	
5486	-191.569	307.652	-113.667	0	-193.984	305.844	-113.667	0	
5487	-219.018	302.257	-87.2485	0	-215.008	299.644	-87.2485	0	
5488	-231.623	294.428	-60.1271	0	-234.301	295.073	-60.1271	0	
5489	-246.284	284.229	-32.5216	0	-251.707	287.129	-32.5216	0	
5490	-265.774	271.741	-4.65428	0	-267.087	272.386	-4.65428	0	
5491	-280.537	257.065	23.2505	0	-280.316	254.452	23.2505	0	
5492	-292.284	240.32	50.9682	0	-291.288	238.512	50.9682	0	
5493	-298.765	221.639	78.2754	0	-299.915	223.448	78.2754	0	
5494	-309.48	201.175	104.952	0	-306.127	203.787	104.952	0	
5495	-308.302	179.09	130.784	0	-309.874	178.445	130.784	0	
5496	-307.827	155.563	155.563	0	-311.127	152.663	155.563	0	
5497	-308.302	130.784	179.09	0	-309.874	130.139	179.09	0	
5498	-309.48	104.952	201.175	0	-306.127	107.565	201.175	0	
5499	-298.765	78.2754	221.639	0	-299.915	80.0835	221.639	0	
5500	-292.284	50.9682	240.32	0	-291.288	49.1601	240.32	0	
5501	-280.537	23.2505	257.065	0	-280.316	20.6377	257.065	0	
5502	-265.774	-4.65427	271.741	0	-267.087	-4.00896	271.741	0	
5503	-246.284	-32.5216	284.229	0	-251.707	-29.6216	284.229	0	
5504	-231.623	-60.1271	294.428	0	-234.301	-59.4818	294.428	0	
5505	-219.018	-87.2485	302.257	0	-215.008	-89.8613	302.257	0	
5506	-191.569	-113.667	307.652	0	-193.984	-115.476	307.652	0	
5507	-175.981	-139.171	310.57	0	-171.399	-137.363	310.57	0	
5508	-147.066	-163.554	310.988	0	-147.433	-160.942	310.988	0	
5509	-125.645	-186.621	308.901	0	-122.281	-187.266	308.901	0	
5510	-90.797	-208.185	304.328	0	-96.1435	-211.085	304.328	0	
5511	-69.5786	-228.072	297.304	0	-69.2323	-228.718	297.304	0	
5512	-46.0544	-246.124	287.887	0	-41.7636	-243.511	287.887	0	
5513	-11.1562	-262.193	276.152	0	-13.9587	-260.385	276.152	0	
5514	9.01148	-276.152	262.193	0	13.9587	-277.96	262.193	0	
5515	45.3607	-287.887	246.124	0	41.7636	-290.5	246.124	0	
5516	64.8552	-297.304	228.072	0	69.2323	-296.659	228.072	0	
5517	104.921	-304.328	208.185	0	96.1435	-301.428	208.185	0	
5518	119.553	-308.901	186.621	0	122.281	-308.256	186.621	0	
5519	143.859	-310.988	163.554	0	147.433	-313.601	163.554	0	
5520	170.593	-310.57	139.171	0	171.399	-312.378	139.171	0	
5521	186.002	-307.652	113.667	0	193.984	-305.844	113.667	0	
5522	215.337	-302.257	87.2485	0	215.008	-299.644	87.2485	0	
5523	224.939	-294.428	60.1271	0	234.301	-295.073	60.1271	0	
5524	259.96	-284.229	32.5216	0	251.707	-287.129	32.5216	0	
5525	261.062	-271.741	4.65428	0	267.087	-272.386	4.65428	0	
5526	280.627	-257.065	-23.2505	0	280.316	-254.452	-23.2505	0	
5527	291.957	-240.32	-50.9682	0	291.288	-238.512	-50.9682	0	
5528	299.643	-221.639	-78.2754	0	299.915	-223.448	-78.2754	0	
