seq:	Ia	Ib	Ic	In	Va	Vb	Vc	Vn
4847	42.3331	251.717	-285.27	0	41.7636	246.124	-287.887	0	
4848	14.149	268.152	-273.641	0	13.9587	262.193	-276.152	0	
4849	-14.149	282.428	-259.81	0	-13.9587	276.152	-262.193	0	
4850	-42.3331	294.43	-243.886	0	-41.7636	287.887	-246.124	0	
4851	-70.1763	304.061	-225.999	0	-69.2323	297.304	-228.072	0	
4852	-97.4546	311.245	-206.292	0	-96.1435	304.328	-208.185	0	
4853	-123.948	315.922	-184.924	0	-122.281	308.901	-186.621	0	
4854	-149.444	318.056	-162.068	0	-147.433	310.988	-163.554	0	
4855	-173.736	317.629	-137.906	0	-171.399	310.57	-139.171	0	
4856	-196.63	314.644	-112.634	0	-193.984	307.652	-113.667	0	
4857	-217.94	309.126	-86.4554	0	-215.008	302.257	-87.2485	0	
4858	-237.496	301.12	-59.5805	0	-234.301	294.428	-60.1271	0	
4859	-255.139	290.688	-32.226	0	-251.707	284.229	-32.5216	0	
4860	-270.729	277.917	-4.61196	0	-267.087	271.741	-4.65428	0	
4861	-284.138	262.908	23.0392	0	-280.316	257.065	23.2505	0	
4862	-295.26	245.782	50.5048	0	-291.288	240.32	50.9682	0	
4863	-304.005	226.677	77.5638	0	-299.915	221.639	78.2754	0	
4864	-310.302	205.747	103.998	0	-306.127	201.175	104.952	0	
4865	-314.1	183.16	129.596	0	-309.874	179.09	130.784	0	
4866	-315.37	159.099	154.149	0	-311.127	155.563	155.563	0	
4867	-314.1	133.757	177.462	0	-309.874	130.784	179.09	0	
4868	-310.302	107.338	199.346	0	-306.127	104.952	201.175	0	
4869	-304.005	80.0544	219.625	0	-299.915	78.2754	221.639	0	
4870	-295.26	52.1265	238.135	0	-291.288	50.9682	240.32	0	
4871	-284.138	23.779	254.728	0	-280.316	23.2505	257.065	0	
4872	-270.729	-4.76005	269.27	0	-267.087	-4.65428	271.741	0	
4873	-255.139	-33.2608	281.645	0	-251.707	-32.5216	284.229	0	
4874	-237.496	-61.4937	291.751	0	-234.301	-60.1271	294.428	0	
4875	-217.94	-89.2315	299.509	0	-215.008	-87.2485	302.257	0	
4876	-196.63	-116.251	304.855	0	-193.984	-113.667	307.652	0	
4877	-173.736	-142.334	307.747	0	-171.399	-139.171	310.57	0	
4878	-149.444	-167.272	308.161	0	-147.433	-163.554	310.988	0	
4879	-123.948	-190.862	306.093	0	-122.281	-186.621	308.901	0	
4880	-97.4546	-212.916	301.561	0	-96.1435	-208.185	304.328	0	
4881	-70.1763	-233.256	294.602	0	-69.2323	-228.072	297.304	0	
4882	-42.3331	-251.717	285.27	0	-41.7636	-246.124	287.887	0	
4883	-14.149	-268.152	273.641	0	-13.9587	-262.193	276.152	0	
4884	14.149	-282.428	259.81	0	13.9587	-276.152	262.193	0	
4885	42.3331	-294.43	243.886	0	41.7636	-287.887	246.124	0	
4886	70.1763	-304.061	225.999	0	69.2323	-297.304	228.072	0	
4887	97.4546	-311.245	206.292	0	96.1435	-304.328	208.185	0	
4888	123.948	-315.922	184.924	0	122.281	-308.901	186.621	0	
4889	149.444	-318.056	162.068	0	147.433	-310.988	163.554	0	
4890	173.736	-317.629	137.906	0	171.399	-310.57	139.171	0	
4891	196.63	-314.644	112.634	0	193.984	-307.652	113.667	0	
4892	217.94	-309.126	86.4554	0	215.008	-302.257	87.2485	0	
4893	237.496	-301.12	59.5805	0	234.301	-294.428	60.1271	0	
4894	255.139	-290.688	32.226	0	251.707	-284.229	32.5216	0	
4895	270.729	-277.917	4.61196	0	267.087	-271.741	4.65428	0	
4896	284.138	-262.908	-23.0392	0	280.316	-257.065	-23.2505	0	
4897	295.26	-245.782	-50.5048	0	291.288	-240.32	-50.9682	0	
4898	304.005	-226.677	-77.5638	0	299.915	-221.639	-78.2754	0	
4899	310.302	-205.747	-103.998	0	306.127	-201.175	-104.952	0	
4900	314.1	-183.16	-129.596	0	309.874	-179.09	-130.784	0	
4901	315.37	-159.099	-154.149	0	311.127	-155.563	-155.563	0	
4902	314.1	-133.757	-177.462	0	309.874	-130.784	-179.09	0	
4903	310.302	-107.338	-199.346	0	306.127	-104.952	-201.175	0	
4904	304.005	-80.0544	-219.625	0	299.915	-78.2754	-221.639	0	
4905	295.26	-52.1265	-238.135	0	291.288	-50.9682	-240.32	0	
4906	284.138	-23.779	-254.728	0	280.316	-23.2505	-257.065	0	
4907	270.729	4.76005	-269.27	0	267.087	4.65428	-271.741	0	
4908	255.139	33.2608	-281.645	0	251.707	32.5216	-284.229	0	
4909	237.496	61.4937	-291.751	0	234.301	60.1271	-294.428	0	
4910	217.94	89.2315	-299.509	0	215.008	87.2485	-302.257	0	
4911	196.63	116.251	-304.855	0	193.984	113.667	-307.652	0	
4912	173.736	142.334	-307.747	0	171.399	139.171	-310.57	0	
4913	149.444	167.272	-308.161	0	147.433	163.554	-310.988	0	
4914	123.948	190.862	-306.093	0	122.281	186.621	-308.901	0	
4915	97.4546	212.916	-301.561	0	96.1435	208.185	-304.328	0	
4916	70.1763	233.256	-294.602	0	69.2323	228.072	-297.304	0	
4917	42.3331	251.717	-285.27	0	41.7636	246.124	-287.887	0	
4918	14.149	268.152	-273.641	0	13.9587	262.193	-276.152	0	
4919	-14.149	282.428	-259.81	0	-13.9587	276.152	-262.193	0	
4920	-42.3331	294.43	-243.886	0	-41.7636	287.887	-246.124	0	
4921	-70.1763	304.061	-225.999	0	-69.2323	297.304	-228.072	0	
4922	-97.4546	311.245	-206.292	0	-96.1435	304.328	-208.185	0	
4923	-123.948	315.922	-184.924	0	-122.281	308.901	-186.621	0	
4924	-149.444	318.056	-162.068	0	-147.433	310.988	-163.554	0	
4925	-173.736	317.629	-137.906	0	-171.399	310.57	-139.171	0	
4926	-196.63	314.644	-112.634	0	-193.984	307.652	-113.667	0	
4927	-217.94	309.126	-86.4554	0	-215.008	302.257	-87.2485	0	
4928	-237.496	301.12	-59.5805	0	-234.301	294.428	-60.1271	0	
4929	-255.139	290.688	-32.226	0	-251.707	284.229	-32.5216	0	
4930	-270.729	277.917	-4.61196	0	-267.087	271.741	-4.65428	0	
4931	-284.138	262.908	23.0392	0	-280.316	257.065	23.2505	0	
4932	-295.26	245.782	50.5048	0	-291.288	240.32	50.9682	0	
4933	-304.005	226.677	77.5638	0	-299.915	221.639	78.2754	0	
4934	-310.302	205.747	103.998	0	-306.127	201.175	104.952	0	
4935	-314.1	183.16	129.596	0	-309.874	179.09	130.784	0	
4936	-315.37	159.099	154.149	0	-311.127	155.563	155.563	0	
4937	-314.1	133.757	177.462	0	-309.874	130.784	179.09	0	
4938	-310.302	107.338	199.346	0	-306.127	104.952	201.175	0	
4939	-304.005	80.0544	219.625	0	-299.915	78.2754	221.639	0	
4940	-295.26	52.1265	238.135	0	-291.288	50.9682	240.32	0	
4941	-284.138	23.779	254.728	0	-280.316	23.2505	257.065	0	
4942	-270.729	-4.76005	269.27	0	-267.087	-4.65428	271.741	0	
4943	-255.139	-33.2608	281.645	0	-251.707	-32.5216	284.229	0	
4944	-237.496	-61.4937	291.751	0	-234.301	-60.1271	294.428	0	
4945	-217.94	-89.2315	299.509	0	-215.008	-87.2485	302.257	0	
4946	-196.63	-116.251	304.855	0	-193.984	-113.667	307.652	0	
4947	-173.736	-142.334	307.747	0	-171.399	-139.171	310.57	0	
4948	-149.444	-167.272	308.161	0	-147.433	-163.554	310.988	0	
4949	-123.948	-190.862	306.093	0	-122.281	-186.621	308.901	0	
4950	-97.4546	-212.916	301.561	0	-96.1435	-208.185	304.328	0	
4951	-70.1763	-233.256	294.602	0	-69.2323	-228.072	297.304	0	
4952	-42.3331	-251.717	285.27	0	-41.7636	-246.124	287.887	0	
4953	-14.149	-268.152	273.641	0	-13.9587	-262.193	276.152	0	
4954	14.149	-282.428	259.81	0	13.9587	-276.152	262.193	0	
4955	42.3331	-294.43	243.886	0	41.7636	-287.887	246.124	0	
4956	70.1763	-304.061	225.999	0	69.2323	-297.304	228.072	0	
4957	97.4546	-311.245	206.292	0	96.1435	-304.328	208.185	0	
4958	123.948	-315.922	184.924	0	122.281	-308.901	186.621	0	
4959	149.444	-318.056	162.068	0	147.433	-310.988	163.554	0	
4960	173.736	-317.629	137.906	0	171.399	-310.57	139.171	0	
4961	196.63	-314.644	112.634	0	193.984	-307.652	113.667	0	
4962	217.94	-309.126	86.4554	0	215.008	-302.257	87.2485	0	
4963	237.496	-301.12	59.5805	0	234.301	-294.428	60.1271	0	
4964	255.139	-290.688	32.226	0	251.707	-284.229	32.5216	0	
4965	270.729	-277.917	4.61196	0	267.087	-271.741	4.65428	0	
4966	284.138	-262.908	-23.0392	0	280.316	-257.065	-23.2505	0	
4967	295.26	-245.782	-50.5048	0	291.288	-240.32	-50.9682	0	
4968	304.005	-226.677	-77.5638	0	299.915	-221.639	-78.2754	0	
4969	310.302	-205.747	-103.998	0	306.127	-201.175	-104.952	0	
4970	314.1	-183.16	-129.596	0	309.874	-179.09	-130.784	0	
4971	315.37	-159.099	-154.149	0	311.127	-155.563	-155.563	0	
4972	314.1	-133.757	-177.462	0	309.874	-130.784	-179.09	0	
4973	310.302	-107.338	-199.346	0	306.127	-104.952	-201.175	0	
4974	304.005	-80.0544	-219.625	0	299.915	-78.2754	-221.639	0	
4975	295.26	-52.1265	-238.135	0	291.288	-50.9682	-240.32	0	
4976	284.138	-23.779	-254.728	0	280.316	-23.2505	-257.065	0	
4977	270.729	4.76005	-269.27	0	267.087	4.65428	-271.741	0	
4978	255.139	33.2608	-281.645	0	251.707	32.5216	-284.229	0	
4979	237.496	61.4937	-291.751	0	234.301	60.1271	-294.428	0	
4980	217.94	89.2315	-299.509	0	215.008	87.2485	-302.257	0	
4981	196.63	116.251	-304.855	0	193.984	113.667	-307.652	0	
4982	173.736	142.334	-307.747	0	171.399	139.171	-310.57	0	
4983	149.444	167.272	-308.161	0	147.433	163.554	-310.988	0	
4984	123.948	190.862	-306.093	0	122.281	186.621	-308.901	0	
4985	97.4546	212.916	-301.561	0	96.1435	208.185	-304.328	0	
4986	70.1763	233.256	-294.602	0	69.2323	228.072	-297.304	0	
4987	42.3331	251.717	-285.27	0	41.7636	246.124	-287.887	0	
4988	14.149	268.152	-273.641	0	13.9587	262.193	-276.152	0	
4989	-14.149	282.428	-259.81	0	-13.9587	276.152	-262.193	0	
4990	-42.3331	294.43	-243.886	0	-41.7636	287.887	-246.124	0	
4991	-70.1763	304.061	-225.999	0	-69.2323	297.304	-228.072	0	
4992	-97.4546	311.245	-206.292	0	-96.1435	304.328	-208.185	0	
4993	-123.948	315.922	-184.924	0	-122.281	308.901	-186.621	0	
4994	-149.444	318.056	-162.068	0	-147.433	310.988	-163.554	0	
4995	-173.736	317.629	-137.906	0	-171.399	310.57	-139.171	0	
4996	-196.63	314.644	-112.634	0	-193.984	307.652	-113.667	0	
4997	-217.94	309.126	-86.4554	0	-215.008	302.257	-87.2485	0	
4998	-237.496	301.12	-59.5805	0	-234.301	294.428	-60.1271	0	
4999	-255.139	290.688	-32.226	0	-251.707	284.229	-32.5216	0	
5000	-270.729	277.917	-4.61196	0	-267.087	271.741	-4.65428	0	
5001	-284.138	262.908	23.0392	0	-280.316	257.065	23.2505	0	
5002	-295.26	245.782	50.5048	0	-291.288	240.32	50.9682	0	
5003	-304.005	226.677	77.5638	0	-299.915	221.639	78.2754	0	
5004	-310.302	205.747	103.998	0	-306.127	201.175	104.952	0	
5005	-314.1	183.16	129.596	0	-309.874	179.09	130.784	0	
5006	-315.37	159.099	154.149	0	-311.127	155.563	155.563	0	
5007	-314.1	133.757	177.462	0	-309.874	130.784	179.09	0	
5008	-310.302	107.338	199.346	0	-306.127	104.952	201.175	0	
5009	-304.005	80.0544	219.625	0	-299.915	78.2754	221.639	0	
5010	-295.26	52.1265	238.135	0	-291.288	50.9682	240.32	0	
5011	-284.138	23.779	254.728	0	-280.316	23.2505	257.065	0	
5012	-270.729	-4.76005	269.27	0	-267.087	-4.65428	271.741	0	
5013	-255.139	-33.2608	281.645	0	-251.707	-32.5216	284.229	0	
5014	-237.496	-61.4937	291.751	0	-234.301	-60.1271	294.428	0	
5015	-217.94	-89.2315	299.509	0	-215.008	-87.2485	302.257	0	
5016	-196.63	-116.251	304.855	0	-193.984	-113.667	307.652	0	
5017	-173.736	-142.334	307.747	0	-171.399	-139.171	310.57	0	
5018	-149.444	-167.272	308.161	0	-147.433	-163.554	310.988	0	
5019	-123.948	-190.862	306.093	0	-122.281	-186.621	308.901	0	
5020	-97.4546	-212.916	301.561	0	-96.1435	-208.185	304.328	0	
5021	-70.1763	-233.256	294.602	0	-69.2323	-228.072	297.304	0	
5022	-42.3331	-251.717	285.27	0	-41.7636	-246.124	287.887	0	
5023	-14.149	-268.152	273.641	0	-13.9587	-262.193	276.152	0	
5024	14.149	-282.428	259.81	0	13.9587	-276.152	262.193	0	
5025	42.3331	-294.43	243.886	0	41.7636	-287.887	246.124	0	
5026	70.1763	-304.061	225.999	0	69.2323	-297.304	228.072	0	
5027	97.4546	-311.245	206.292	0	96.1435	-304.328	208.185	0	
5028	123.948	-315.922	184.924	0	122.281	-308.901	186.621	0	
5029	149.444	-318.056	162.068	0	147.433	-310.988	163.554	0	
5030	173.736	-317.629	137.906	0	171.399	-310.57	139.171	0	
5031	196.63	-314.644	112.634	0	193.984	-307.652	113.667	0	
5032	217.94	-309.126	86.4554	0	215.008	-302.257	87.2485	0	
5033	237.496	-301.12	59.5805	0	234.301	-294.428	60.1271	0	
5034	255.139	-290.688	32.226	0	251.707	-284.229	32.5216	0	
5035	270.729	-277.917	4.61196	0	267.087	-271.741	4.65428	0	
5036	284.138	-262.908	-23.0392	0	280.316	-257.065	-23.2505	0	
5037	295.26	-245.782	-50.5048	0	291.288	-240.32	-50.9682	0	
5038	304.005	-226.677	-77.5638	0	299.915	-221.639	-78.2754	0	
5039	310.302	-205.747	-103.998	0	306.127	-201.175	-104.952	0	
5040	314.1	-183.16	-129.596	0	309.874	-179.09	-130.784	0	
5041	315.37	-159.099	-154.149	0	311.127	-155.563	-155.563	0	
5042	314.1	-133.757	-177.462	0	309.874	-130.784	-179.09	0	
5043	310.302	-107.338	-199.346	0	306.127	-104.952	-201.175	0	
5044	304.005	-80.0544	-219.625	0	299.915	-78.2754	-221.639	0	
5045	295.26	-52.1265	-238.135	0	291.288	-50.9682	-240.32	0	
5046	284.138	-23.779	-254.728	0	280.316	-23.2505	-257.065	0	
5047	270.729	4.76005	-269.27	0	267.087	4.65428	-271.741	0	
5048	255.139	33.2608	-281.645	0	251.707	32.5216	-284.229	0	
5049	237.496	61.4937	-291.751	0	234.301	60.1271	-294.428	0	
5050	217.94	89.2315	-299.509	0	215.008	87.2485	-302.257	0	
5051	196.63	116.251	-304.855	0	193.984	113.667	-307.652	0	
5052	173.736	142.334	-307.747	0	171.399	139.171	-310.57	0	
5053	149.444	167.272	-308.161	0	147.433	163.554	-310.988	0	
5054	123.948	190.862	-306.093	0	122.281	186.621	-308.901	0	
5055	97.4546	212.916	-301.561	0	96.1435	208.185	-304.328	0	
5056	70.1763	233.256	-294.602	0	69.2323	228.072	-297.304	0	
5057	42.3331	251.717	-285.27	0	41.7636	246.124	-287.887	0	
5058	14.149	268.152	-273.641	0	13.9587	262.193	-276.152	0	
5059	-14.149	282.428	-259.81	0	-13.9587	276.152	-262.193	0	
5060	-42.3331	294.43	-243.886	0	-41.7636	287.887	-246.124	0	
5061	-70.1763	304.061	-225.999	0	-69.2323	297.304	-228.072	0	
5062	-97.4546	311.245	-206.292	0	-96.1435	304.328	-208.185	0	
5063	-123.948	315.922	-184.924	0	-122.281	308.901	-186.621	0	
5064	-149.444	318.056	-162.068	0	-147.433	310.988	-163.554	0	
5065	-173.736	317.629	-137.906	0	-171.399	310.57	-139.171	0	
5066	-196.63	314.644	-112.634	0	-193.984	307.652	-113.667	0	
5067	-217.94	309.126	-86.4554	0	-215.008	302.257	-87.2485	0	
5068	-237.496	301.12	-59.5805	0	-234.301	294.428	-60.1271	0	
5069	-255.139	290.688	-32.226	0	-251.707	284.229	-32.5216	0	
5070	-270.729	277.917	-4.61196	0	-267.087	271.741	-4.65428	0	
5071	-284.138	262.908	23.0392	0	-280.316	257.065	23.2505	0	
5072	-295.26	245.782	50.5048	0	-291.288	240.32	50.9682	0	
5073	-304.005	226.677	77.5638	0	-299.915	221.639	78.2754	0	
5074	-310.302	205.747	103.998	0	-306.127	201.175	104.952	0	
5075	-314.1	183.16	129.596	0	-309.874	179.09	130.784	0	
5076	-315.37	159.099	154.149	0	-311.127	155.563	155.563	0	
5077	-314.1	133.757	177.462	0	-309.874	130.784	179.09	0	
5078	-310.302	107.338	199.346	0	-306.127	104.952	201.175	0	
5079	-304.005	80.0544	219.625	0	-299.915	78.2754	221.639	0	
5080	-295.26	52.1265	238.135	0	-291.288	50.9682	240.32	0	
5081	-284.138	23.779	254.728	0	-280.316	23.2505	257.065	0	
5082	-270.729	-4.76005	269.27	0	-267.087	-4.65428	271.741	0	
5083	-255.139	-33.2608	281.645	0	-251.707	-32.5216	284.229	0	
5084	-237.496	-61.4937	291.751	0	-234.301	-60.1271	294.428	0	
5085	-217.94	-89.2315	299.509	0	-215.008	-87.2485	302.257	0	
5086	-196.63	-116.251	304.855	0	-193.984	-113.667	307.652	0	
5087	-173.736	-142.334	307.747	0	-171.399	-139.171	310.57	0	
5088	-149.444	-167.272	308.161	0	-147.433	-163.554	310.988	0	
5089	-123.948	-190.862	306.093	0	-122.281	-186.621	308.901	0	
5090	-97.4546	-212.916	301.561	0	-96.1435	-208.185	304.328	0	
5091	-70.1763	-233.256	294.602	0	-69.2323	-228.072	297.304	0	
5092	-42.3331	-251.717	285.27	0	-41.7636	-246.124	287.887	0	
5093	-14.149	-268.152	273.641	0	-13.9587	-262.193	276.152	0	
5094	14.149	-282.428	259.81	0	13.9587	-276.152	262.193	0	
5095	42.3331	-294.43	243.886	0	41.7636	-287.887	246.124	0	
5096	70.1763	-304.061	225.999	0	69.2323	-297.304	228.072	0	
5097	97.4546	-311.245	206.292	0	96.1435	-304.328	208.185	0	
5098	123.948	-315.922	184.924	0	122.281	-308.901	186.621	0	
5099	149.444	-318.056	162.068	0	147.433	-310.988	163.554	0	
5100	173.736	-317.629	137.906	0	171.399	-310.57	139.171	0	
5101	196.63	-314.644	112.634	0	193.984	-307.652	113.667	0	
5102	217.94	-309.126	86.4554	0	215.008	-302.257	87.2485	0	
5103	237.496	-301.12	59.5805	0	234.301	-294.428	60.1271	0	
5104	255.139	-290.688	32.226	0	251.707	-284.229	32.5216	0	
5105	270.729	-277.917	4.61196	0	267.087	-271.741	4.65428	0	
5106	284.138	-262.908	-23.0392	0	280.316	-257.065	-23.2505	0	
5107	295.26	-245.782	-50.5048	0	291.288	-240.32	-50.9682	0	
5108	304.005	-226.677	-77.5638	0	299.915	-221.639	-78.2754	0	
5109	310.302	-205.747	-103.998	0	306.127	-201.175	-104.952	0	
5110	314.1	-183.16	-129.596	0	309.874	-179.09	-130.784	0	
5111	315.37	-159.099	-154.149	0	311.127	-155.563	-155.563	0	
5112	314.1	-133.757	-177.462	0	309.874	-130.784	-179.09	0	
5113	310.302	-107.338	-199.346	0	306.127	-104.952	-201.175	0	
5114	304.005	-80.0544	-219.625	0	299.915	-78.2754	-221.639	0	
5115	295.26	-52.1265	-238.135	0	291.288	-50.9682	-240.32	0	
5116	284.138	-23.779	-254.728	0	280.316	-23.2505	-257.065	0	
5117	270.729	4.76005	-269.27	0	267.087	4.65428	-271.741	0	
5118	255.139	33.2608	-281.645	0	251.707	32.5216	-284.229	0	
5119	237.496	61.4937	-291.751	0	234.301	60.1271	-294.428	0	
5120	217.94	89.2315	-299.509	0	215.008	87.2485	-302.257	0	
5121	196.63	116.251	-304.855	0	193.984	113.667	-307.652	0	
5122	173.736	142.334	-307.747	0	171.399	139.171	-310.57	0	
5123	149.444	167.272	-308.161	0	147.433	163.554	-310.988	0	
5124	123.948	190.862	-306.093	0	122.281	186.621	-308.901	0	
5125	97.4546	212.916	-301.561	0	96.1435	208.185	-304.328	0	
5126	70.1763	233.256	-294.602	0	69.2323	228.072	-297.304	0	
5127	42.3331	251.717	-285.27	0	41.7636	246.124	-287.887	0	
5128	14.149	268.152	-273.641	0	13.9587	262.193	-276.152	0	
5129	-14.149	282.428	-259.81	0	-13.9587	276.152	-262.193	0	
5130	-42.3331	294.43	-243.886	0	-41.7636	287.887	-246.124	0	
5131	-70.1763	304.061	-225.999	0	-69.2323	297.304	-228.072	0	
5132	-97.4546	311.245	-206.292	0	-96.1435	304.328	-208.185	0	
5133	-123.948	315.922	-184.924	0	-122.281	308.901	-186.621	0	
5134	-149.444	318.056	-162.068	0	-147.433	310.988	-163.554	0	
5135	-173.736	317.629	-137.906	0	-171.399	310.57	-139.171	0	
5136	-196.63	314.644	-112.634	0	-193.984	307.652	-113.667	0	
5137	-217.94	309.126	-86.4554	0	-215.008	302.257	-87.2485	0	
5138	-237.496	301.12	-59.5805	0	-234.301	294.428	-60.1271	0	
5139	-255.139	290.688	-32.226	0	-251.707	284.229	-32.5216	0	
5140	-270.729	277.917	-4.61196	0	-267.087	271.741	-4.65428	0	
5141	-284.138	262.908	23.0392	0	-280.316	257.065	23.2505	0	
5142	-295.26	245.782	50.5048	0	-291.288	240.32	50.9682	0	
5143	-304.005	226.677	77.5638	0	-299.915	221.639	78.2754	0	
5144	-310.302	205.747	103.998	0	-306.127	201.175	104.952	0	
5145	-314.1	183.16	129.596	0	-309.874	179.09	130.784	0	
5146	-315.37	159.099	154.149	0	-311.127	155.563	155.563	0	
5147	-314.1	133.757	177.462	0	-309.874	130.784	179.09	0	
5148	-310.302	107.338	199.346	0	-306.127	104.952	201.175	0	
5149	-304.005	80.0544	219.625	0	-299.915	78.2754	221.639	0	
5150	-295.26	52.1265	238.135	0	-291.288	50.9682	240.32	0	
5151	-284.138	23.779	254.728	0	-280.316	23.2505	257.065	0	
5152	-270.729	-4.76005	269.27	0	-267.087	-4.65427	271.741	0	
5153	-255.139	-33.2608	281.645	0	-251.707	-32.5216	284.229	0	
5154	-237.496	-61.4937	291.751	0	-234.301	-60.1271	294.428	0	
5155	-217.94	-89.2315	299.509	0	-215.008	-87.2485	302.257	0	
5156	-196.63	-116.251	304.855	0	-193.984	-113.667	307.652	0	
5157	-173.736	-142.334	307.747	0	-171.399	-139.171	310.57	0	
5158	-149.444	-167.272	308.161	0	-147.433	-163.554	310.988	0	
5159	-123.948	-190.862	306.093	0	-122.281	-186.621	308.901	0	
5160	-97.4546	-212.916	301.561	0	-96.1435	-208.185	304.328	0	
5161	-70.1763	-233.256	294.602	0	-69.2323	-228.072	297.304	0	
5162	-42.3331	-251.717	285.27	0	-41.7636	-246.124	287.887	0	
5163	-14.149	-268.152	273.641	0	-13.9587	-262.193	276.152	0	
5164	14.149	-282.428	259.81	0	13.9587	-276.152	262.193	0	
5165	42.3331	-294.43	243.886	0	41.7636	-287.887	246.124	0	
5166	70.1763	-304.061	225.999	0	69.2323	-297.304	228.072	0	
5167	97.4546	-311.245	206.292	0	96.1435	-304.328	208.185	0	
5168	123.948	-315.922	184.924	0	122.281	-308.901	186.621	0	
5169	149.444	-318.056	162.068	0	147.433	-310.988	163.554	0	
5170	173.736	-317.629	137.906	0	171.399	-310.57	139.171	0	
5171	196.63	-314.644	112.634	0	193.984	-307.652	113.667	0	
5172	217.94	-309.126	86.4554	0	215.008	-302.257	87.2485	0	
5173	237.496	-301.12	59.5805	0	234.301	-294.428	60.1271	0	
5174	255.139	-290.688	32.226	0	251.707	-284.229	32.5216	0	
5175	270.729	-277.917	4.61196	0	267.087	-271.741	4.65428	0	
5176	284.138	-262.908	-23.0392	0	280.316	-257.065	-23.2505	0	
5177	295.26	-245.782	-50.5048	0	291.288	-240.32	-50.9682	0	
5178	304.005	-226.677	-77.5638	0	299.915	-221.639	-78.2754	0	
5179	310.302	-205.747	-103.998	0	306.127	-201.175	-104.952	0	
5180	314.1	-183.16	-129.596	0	309.874	-179.09	-130.784	0	
5181	315.37	-159.099	-154.149	0	311.127	-155.563	-155.563	0	
5182	314.1	-133.757	-177.462	0	309.874	-130.784	-179.09	0	
5183	310.302	-107.338	-199.346	0	306.127	-104.952	-201.175	0	
5184	304.005	-80.0544	-219.625	0	299.915	-78.2754	-221.639	0	
5185	295.26	-52.1265	-238.135	0	291.288	-50.9682	-240.32	0	
5186	284.138	-23.779	-254.728	0	280.316	-23.2505	-257.065	0	
5187	270.729	4.76005	-269.27	0	267.087	4.65427	-271.741	0	
5188	255.139	33.2608	-281.645	0	251.707	32.5216	-284.229	0	
5189	237.496	61.4937	-291.751	0	234.301	60.1271	-294.428	0	
5190	217.94	89.2315	-299.509	0	215.008	87.2485	-302.257	0	
5191	196.63	116.251	-304.855	0	193.984	113.667	-307.652	0	
5192	173.736	142.334	-307.747	0	171.399	139.171	-310.57	0	
5193	149.444	167.272	-308.161	0	147.433	163.554	-310.988	0	
5194	123.948	190.862	-306.093	0	122.281	186.621	-308.901	0	
5195	97.4546	212.916	-301.561	0	96.1435	208.185	-304.328	0	
5196	70.1763	233.256	-294.602	0	69.2323	228.072	-297.304	0	
5197	42.3331	251.717	-285.27	0	41.7636	246.124	-287.887	0	
5198	14.149	268.152	-273.641	0	13.9587	262.193	-276.152	0	
5199	-14.149	282.428	-259.81	0	-13.9587	276.152	-262.193	0	
5200	-42.3331	294.43	-243.886	0	-41.7636	287.887	-246.124	0	
5201	-70.1763	304.061	-225.999	0	-69.2323	297.304	-228.072	0	
5202	-97.4546	311.245	-206.292	0	-96.1435	304.328	-208.185	0	
5203	-123.948	315.922	-184.924	0	-122.281	308.901	-186.621	0	
5204	-149.444	318.056	-162.068	0	-147.433	310.988	-163.554	0	
5205	-173.736	317.629	-137.906	0	-171.399	310.57	-139.171	0	
5206	-196.63	314.644	-112.634	0	-193.984	307.652	-113.667	0	
5207	-217.94	309.126	-86.4554	0	-215.008	302.257	-87.2485	0	
5208	-237.496	301.12	-59.5805	0	-234.301	294.428	-60.1271	0	
5209	-255.139	290.688	-32.226	0	-251.707	284.229	-32.5216	0	
5210	-270.729	277.917	-4.61196	0	-267.087	271.741	-4.65428	0	
5211	-284.138	262.908	23.0392	0	-280.316	257.065	23.2505	0	
5212	-295.26	245.782	50.5048	0	-291.288	240.32	50.9682	0	
5213	-304.005	226.677	77.5638	0	-299.915	221.639	78.2754	0	
5214	-310.302	205.747	103.998	0	-306.127	201.175	104.952	0	
5215	-314.1	183.16	129.596	0	-309.874	179.09	130.784	0	
5216	-315.37	159.099	154.149	0	-311.127	155.563	155.563	0	
5217	-314.1	133.757	177.462	0	-309.874	130.784	179.09	0	
5218	-310.302	107.338	199.346	0	-306.127	104.952	201.175	0	
5219	-304.005	80.0544	219.625	0	-299.915	78.2754	221.639	0	
5220	-295.26	52.1265	238.135	0	-291.288	50.9682	240.32	0	
5221	-284.138	23.779	254.728	0	-280.316	23.2505	257.065	0	
5222	-270.729	-4.76005	269.27	0	-267.087	-4.65427	271.741	0	
5223	-255.139	-33.2608	281.645	0	-251.707	-32.5216	284.229	0	
5224	-237.496	-61.4937	291.751	0	-234.301	-60.1271	294.428	0	
5225	-217.94	-89.2315	299.509	0	-215.008	-87.2485	302.257	0	
5226	-196.63	-116.251	304.855	0	-193.984	-113.667	307.652	0	
5227	-173.736	-142.334	307.747	0	-171.399	-139.171	310.57	0	
5228	-149.444	-167.272	308.161	0	-147.433	-163.554	310.988	0	
5229	-123.948	-190.862	306.093	0	-122.281	-186.621	308.901	0	
5230	-97.4546	-212.916	301.561	0	-96.1435	-208.185	304.328	0	
5231	-70.1763	-233.256	294.602	0	-69.2323	-228.072	297.304	0	
5232	-42.3331	-251.717	285.27	0	-41.7636	-246.124	287.887	0	
